latitude,longitude,name,price,property_type,month,country_code,suburb,rating,city,availability,minimum_nights,maximum_nights,room_type,bedrooms,bathrooms,amenities_count,number_of_reviews
40.79962,-73.96523,New York City - Upper West Side Apt,135,Apartment,3,US,Manhattan,6,Unknown,,12,360,Private room,1.0,1.0,11,70
41.0062,28.98009,Double and triple rooms Blue mosque,121,Bed and breakfast,2,TR,Fatih,5,Unknown,,1,1125,Private room,1.0,1.0,19,29
22.28158,114.15027,"Soho Cozy, Spacious and Convenient",699,Apartment,3,HK,Central & Western District,5,Unknown,,4,20,Entire home/apt,1.0,1.0,10,3
22.3314,114.1669,City center private room with bed,181,Guesthouse,3,HK,Sham Shui Po District,6,Unknown,,1,500,Private room,1.0,1.0,17,81
-33.88029,151.21554,Surry Hills Studio - Your Perfect Base in Sydney,181,Apartment,3,AU,Darlinghurst,6,Unknown,,10,21,Entire home/apt,0.0,1.0,18,64
41.1543,-8.60867,Downtown Oporto Inn (room cleaning),40,Hostel,2,PT,,5,Unknown,,1,1125,Private room,1.0,1.0,14,0
40.74577,-74.00074,Easy 1 Bedroom in Chelsea,145,Apartment,3,US,Manhattan,5,Unknown,,2,1125,Entire home/apt,1.0,1.0,9,1
40.71485,-73.82257,A bedroom far away from home,45,Apartment,3,US,Queens,9,Unknown,,1,10,Private room,1.0,1.0,18,239
40.69791,-73.93615,Private Room in Bushwick,40,Apartment,3,US,Brooklyn,5,Unknown,,14,1125,Private room,1.0,1.5,10,1
-22.984339360067814,-43.190849194463404,Copacabana Apartment Posto 6,119,Apartment,2,BR,Copacabana,6,Unknown,,3,75,Entire home/apt,1.0,2.0,31,70
45.54548,-73.54949,Ligne verte - à 15 min de métro du centre ville.,43,Apartment,3,CA,Hochelaga-Maisonneuve,5,Unknown,,2,1125,Entire home/apt,0.0,1.0,13,0
-22.930541460367934,-43.1825954762751,Apartamento zona sul do RJ,933,Apartment,2,BR,Laranjeiras,5,Unknown,,1,1125,Entire home/apt,3.0,1.5,13,0
-22.966253551739655,-43.23074991429229,Horto flat with small garden,317,Apartment,2,BR,Jardim Botânico,5,Unknown,,2,1125,Entire home/apt,1.0,1.0,15,0
45.52233,-73.57383,3 chambres au coeur du Plateau,140,Apartment,3,CA,Le Plateau-Mont-Royal,5,Unknown,,1,1125,Entire home/apt,3.0,1.0,13,0
41.04841,28.98713,GOLF ROYAL RESİDENCE TAXİM(1+1):3,838,Serviced apartment,2,TR,Şişli,5,Unknown,,1,1125,Entire home/apt,2.0,1.0,34,3
41.15225,-8.61123,Be Happy in Porto,30,Loft,2,PT,,8,Unknown,,2,1125,Entire home/apt,1.0,1.0,32,178
41.3596,-8.75383,A Casa Alegre é um apartamento T1.,40,Apartment,2,PT,,5,Unknown,,7,180,Entire home/apt,1.0,1.0,18,12
40.7664,-73.95854,2 bedroom Upper east side,275,Apartment,3,US,Upper East Side,5,Unknown,,2,7,Entire home/apt,2.0,1.0,16,9
-22.92638234778768,-43.18015675229857,Catete's Colonial Big Hause Room B,250,House,2,BR,Catete,5,Unknown,,2,1125,Private room,1.0,4.0,11,1
22.30469,114.17158,Double Room en-suite (307),361,Apartment,3,HK,Yau Tsim Mong,5,Unknown,,1,1125,Private room,1.0,1.0,12,0
-23.00035792660916,-43.4311123147628,Ótimo Apto proximo Parque Olimpico,858,Apartment,2,BR,Recreio dos Bandeirantes,5,Unknown,,15,20,Entire home/apt,2.0,2.0,17,0
-33.87603,151.21346,Sydney Hyde Park City Apartment (checkin from 6am),185,Apartment,3,AU,Darlinghurst,7,Unknown,,2,30,Entire home/apt,1.0,1.0,42,109
41.40082,2.16942,Nice room in Barcelona Center,50,Apartment,3,ES,Eixample,5,Unknown,,1,9,Private room,1.0,1.0,10,0
40.72063,-73.98944,The LES Apartment,150,Apartment,3,US,Manhattan,5,Unknown,,3,1125,Entire home/apt,1.0,1.0,16,0
40.74953,-73.88025,Room Close to LGA and 35 mins to Times Square,46,Apartment,3,US,Queens,7,Unknown,,2,1125,Private room,1.0,1.0,19,123
-22.971950988341874,-43.205047082633435,Apt Linda Vista Lagoa - Rio,701,Apartment,2,BR,Lagoa,5,Unknown,,1,1125,Private room,1.0,2.0,16,0
41.1413,-8.61308,Ribeira Charming Duplex,80,House,2,PT,,6,Unknown,,2,30,Entire home/apt,3.0,1.0,32,51
40.98585,29.03133,Charming Flat in Downtown Moda,527,House,2,TR,Moda,5,Unknown,,2,1125,Entire home/apt,2.0,1.0,19,1
21.28634,-157.83919,Ocean View Waikiki Marina w/prkg,115,Condominium,3,US,Oʻahu,6,Unknown,,3,365,Entire home/apt,1.0,1.0,36,96
41.04772,28.98818,GOLF ROYAL RESIDENCE SUİTES(2+1)-2,997,Serviced apartment,2,TR,Şişli,5,Unknown,,1,1125,Entire home/apt,2.0,2.0,31,0
-33.86296,151.17956,THE Place to See Sydney's FIREWORKS,250,House,3,AU,Lilyfield/Rozelle,5,Unknown,,2,1125,Entire home/apt,1.0,2.5,17,0
45.51889,-73.59111,Modern Spacious 1 Bedroom Loft,50,Apartment,3,CA,Mile End,5,Unknown,,1,1125,Entire home/apt,1.0,1.0,17,0
40.72778,-73.94472,Deluxe Loft Suite,205,Apartment,3,US,Greenpoint,5,Unknown,,3,1125,Entire home/apt,0.0,1.0,23,5
41.03777,28.95825,Cozy house at Beyoğlu,58,Apartment,2,TR,Beyoglu,5,Unknown,,2,1125,Private room,1.0,1.0,26,27
-22.936203246553816,-43.247421907135774,Quarto inteiro na Tijuca,149,Apartment,2,BR,Tijuca,5,Unknown,,1,15,Private room,1.0,2.0,6,1
45.52028,-73.58774,"Cozy Nest, heart of the Plateau",34,Apartment,3,CA,Le Plateau-Mont-Royal,6,Unknown,,2,120,Private room,1.0,1.0,34,62
22.27671,113.92823,Cozy double bed room 東涌鄉村雅緻雙人房,487,Guesthouse,3,HK,,8,Unknown,,1,1125,Private room,1.0,1.0,38,162
19.5702,-155.96445,"Kailua-Kona, Kona Coast II 2b condo",135,Apartment,3,US,Kailua/Kona,5,Unknown,,7,7,Entire home/apt,2.0,2.0,11,1
20.96996,-156.68012,"LAHAINA, MAUI! RESORT/CONDO BEACHFRONT!! SLEEPS 4!",499,Condominium,3,US,Maui,5,Unknown,,1,1125,Entire home/apt,1.0,1.0,31,1
41.12452,29.03693,Roof double bed private room,185,Loft,2,TR,,5,Unknown,,1,1125,Private room,1.0,1.0,15,0
22.28422,114.15007,"Big, Bright & Convenient Sheung Wan",966,Apartment,3,HK,Central & Western District,5,Unknown,,2,1125,Entire home/apt,0.0,1.0,13,1
-22.915009354482486,-43.24277868091869,Apto semi mobiliado,380,Apartment,2,BR,Vila Isabel,5,Unknown,,1,1125,Entire home/apt,2.0,1.0,11,0
22.31723,114.17073,Twin Bed room+MTR Mongkok shopping&My,400,Apartment,3,HK,Mong Kok,5,Unknown,,1,500,Private room,1.0,1.0,11,22
22.31655,114.17034,Cozy Queen Guest Room&My,330,Apartment,3,HK,Yau Tsim Mong,5,Unknown,,1,500,Private room,1.0,1.0,11,9
40.99667,28.89964,Uygun nezih daire,264,Apartment,2,TR,,5,Unknown,,1,1125,Entire home/apt,1.0,1.0,17,0
-22.980051683700506,-43.1998455458952,Ipanema: moderno apê 2BR + garagem,298,Apartment,2,BR,,5,Unknown,,4,1125,Entire home/apt,2.0,2.0,25,24
-33.71472,151.29792,Great studio opp. Narrabeen Lake,117,Apartment,3,AU,,6,Unknown,,1,1125,Entire home/apt,0.0,1.0,21,61
-22.96270793328072,-43.17714541632985,Your spot in Copacabana,798,Apartment,2,BR,Copacabana,5,Unknown,,2,15,Entire home/apt,2.0,2.0,31,8
-33.79629,151.26969,"Friendly Apartment, 10m from Manly",36,Apartment,3,AU,Fairlight,5,Unknown,,1,1125,Private room,1.0,1.0,10,4
-23.008710784460312,-43.45296045334386,Cozy aptartment in Recreio (near Olympic Venues),746,Apartment,2,BR,Recreio dos Bandeirantes,5,Unknown,,2,30,Entire home/apt,3.0,3.0,23,0
40.71552,-73.93869,Resort-like living in Williamsburg,220,Apartment,3,US,Williamsburg,5,Unknown,,5,1125,Entire home/apt,2.0,1.0,21,1
40.79805,-73.93943,Large railroad style 3 bedroom apt in Manhattan!,180,Apartment,3,US,Manhattan,5,Unknown,,3,6,Entire home/apt,3.0,1.0,28,22
-33.92398,151.25541,Private Room (2)  in Guest House at Coogee Beach,64,House,3,AU,Coogee,5,Unknown,,3,365,Private room,1.0,3.5,23,8
-22.983108745795256,-43.20465630892734,"Amazing and Big Apt, Ipanema Beach.",1999,Apartment,2,BR,Ipanema,5,Unknown,,1,1125,Entire home/apt,3.0,3.0,11,0
-22.98034625363379,-43.20056249420509,IPANEMA LUXURY PENTHOUSE with MAID,858,Apartment,2,BR,Ipanema,5,Unknown,,1,1125,Entire home/apt,1.0,1.0,25,29
21.4818,-158.20291,Makaha Valley Paradise with OceanView,95,Condominium,3,US,Leeward Side,5,Unknown,,3,180,Entire home/apt,1.0,1.0,25,32
-22.93848268819496,-43.17645081249057,Small Room w Bathroom Flamengo Rio de Janeiro,71,Apartment,2,BR,Flamengo,5,Unknown,,4,1125,Private room,1.0,1.0,12,1
40.71577,-73.96053,Cozy Art Top Floor Apt in PRIME Williamsburg!,175,Apartment,3,US,Williamsburg,7,Unknown,,2,300,Entire home/apt,1.0,1.0,32,117
41.14404,-8.61205,FloresRooms 3T,31,Apartment,2,PT,,9,Unknown,,2,1124,Entire home/apt,0.0,1.0,19,225
40.78558,-73.9696,UWS Brownstone Near Central Park,212,Apartment,3,US,Upper West Side,5,Unknown,,21,30,Entire home/apt,1.0,1.0,23,45
19.42151,-155.21763,~Ao Lele~ Flying Cloud,185,Treehouse,3,US,Island of Hawaiʻi,7,Unknown,,2,30,Entire home/apt,1.0,1.5,34,103
-23.011117008024065,-43.36831676949888,Alugo Apart frente mar Barra Tijuca,933,Apartment,2,BR,Barra da Tijuca,5,Unknown,,10,90,Entire home/apt,1.0,1.0,18,0
-33.8872,151.27448,Bondi Beach Dreaming 3-Bed House,399,House,3,AU,Bondi Beach,7,Unknown,,2,1125,Entire home/apt,3.0,2.0,45,139
41.08835,29.05108,,105,Apartment,2,TR,Beşiktaş,5,Unknown,,1,1125,Private room,1.0,1.0,16,0
21.63549,-157.91952,Private OceanFront - Bathtub Beach. Spacious House,795,House,3,US,Ko'olauloa,5,Unknown,,3,1125,Entire home/apt,4.0,4.0,18,32
21.29561,-157.78578,Panoramic Ocean View Studio in  Quiet Setting,120,Guesthouse,3,US,Oʻahu,7,Unknown,,2,1125,Entire home/apt,1.0,1.0,24,114
41.14106,-8.61279,PORTO DOWNTOWN FLATS-RIBEIRA STUDIO,55,Apartment,2,PT,,6,Unknown,,2,28,Entire home/apt,0.0,1.0,39,62
40.69406,-73.98102,Luxury 1-Bdrm in Downtown Brooklyn,144,Apartment,3,US,Fort Greene,5,Unknown,,3,30,Entire home/apt,1.0,1.0,26,1
-22.96448811710617,-43.22076222600562,Jardim Botânico Gourmet 2 bdroom,395,Apartment,2,BR,Jardim Botânico,5,Unknown,,2,1125,Entire home/apt,2.0,2.0,50,9
41.03326,28.98538,luxury apartment in istanbul taxsim,269,Apartment,2,TR,Cihangir,7,Unknown,,2,1125,Entire home/apt,1.0,1.0,12,135
41.17544,-8.68887,Where Castles and Art meet the Sea,80,Apartment,2,PT,,5,Unknown,,5,1125,Entire home/apt,1.0,1.0,26,13
41.1462,-8.59275,Heroísmo IV,29,Apartment,2,PT,,5,Unknown,,1,1125,Entire home/apt,0.0,1.0,30,31
41.05197,29.02519,Cozy House in Ortaköy,100,Apartment,2,TR,Beşiktaş,5,Unknown,,1,1125,Private room,1.0,1.0,14,0
22.22739,-159.48653,"Asia House, Garden Room, Princevile",139,Guest suite,3,US,Kauaʻi,8,Unknown,,3,21,Private room,1.0,1.0,25,167
41.40087,2.17963,Cozy bedroom Sagrada Familia,20,Apartment,3,ES,Eixample,5,Unknown,,2,1125,Private room,1.0,1.0,10,1
40.85598,-73.90052,A large sunny bedroom,35,Apartment,3,US,Tremont,5,Unknown,,3,1125,Private room,1.0,1.0,15,2
40.80708,-73.95211,Serene luxury in Harlem,80,Apartment,3,US,Manhattan,5,Unknown,,3,1125,Private room,1.0,1.0,14,10
-22.941321220162784,-43.17933175178738,Rented Room,112,Apartment,2,BR,Botafogo,5,Unknown,,1,1125,Private room,1.0,1.0,12,0
-23.009702689174244,-43.32231287289854,Condomínio Praia Barra da Tijuca,351,Condominium,2,BR,Barra da Tijuca,5,Unknown,,2,1125,Entire home/apt,2.0,2.0,26,18
41.41254,2.19057,Great location in Barcelona,31,Apartment,3,ES,Sant Martí,5,Unknown,,200,1125,Entire home/apt,4.0,1.0,9,2
-22.931715899178695,-43.178886292069244,Apartamento Mobiliado - Lgo do Machado,149,Apartment,2,BR,Catete,5,Unknown,,30,365,Entire home/apt,1.0,1.0,26,0
19.61318,-155.97349,Jubilee By The Sea (Ocean Views),325,House,3,US,Island of Hawaiʻi,5,Unknown,,2,90,Entire home/apt,4.0,2.0,24,45
-22.9313871086666,-43.17974071338275,Apt Quarto e Sala amplo Laranjeiras,701,Apartment,2,BR,Laranjeiras,5,Unknown,,5,1125,Entire home/apt,1.0,1.0,15,0
19.56081,-155.02503,Nani La 'Ao (A Beautiful Day) Upstairs Suite,72,House,3,US,Island of Hawaiʻi,5,Unknown,,3,25,Entire home/apt,1.0,1.0,19,18
-22.963149303022142,-43.177948896979196,Sala e quarto em copacabana com cozinha americana,298,Apartment,2,BR,Copacabana,5,Unknown,,4,1125,Entire home/apt,1.0,1.0,19,0
-33.8289,151.18563,Greenwich Fun and Luxury,999,House,3,AU,Greenwich,5,Unknown,,5,1125,Entire home/apt,4.0,4.0,20,0
41.03735,28.97477,Cheerful new renovated central apt,264,Apartment,2,TR,Beyoglu,6,Unknown,,3,1125,Entire home/apt,3.0,1.0,27,77
-22.984162872106157,-43.22120070184858,Lovely ap at Leblon beach,298,Apartment,2,BR,Leblon,5,Unknown,,3,1125,Entire home/apt,3.0,3.0,9,1
45.52517,-73.60137,"Cozy, dreamy Mile End apartment",30,Apartment,3,CA,Le Plateau-Mont-Royal,5,Unknown,,2,1125,Private room,1.0,1.0,13,0
40.98837,29.06064,Room For Erasmus,37,Apartment,2,TR,Kadıköy,5,Unknown,,1,1125,Private room,2.0,1.0,23,1
-22.91636184358952,-43.37035220190699,Quarto Taquara - Jacarepaguá,101,Apartment,2,BR,,5,Unknown,,2,1125,Private room,1.0,1.0,14,1
41.14295,-8.61602,Ribeira Smart Flat,80,Apartment,2,PT,,7,Unknown,,2,1124,Entire home/apt,3.0,1.0,25,132
40.98825,29.02588,"Kadiköy, Moda, close to transports",137,Apartment,2,TR,Kadıköy,5,Unknown,,1,1125,Private room,1.0,1.0,12,0
-33.87604,151.22559,Sun filled comfortable apartment,85,Apartment,3,AU,Elizabeth Bay/Rushcutters Bay,5,Unknown,,1,1125,Entire home/apt,1.0,1.0,10,2
41.16246,-8.60069,BBC OPORTO 4X2,100,Apartment,2,PT,,6,Unknown,,3,1125,Entire home/apt,4.0,2.0,11,71
22.29663,114.17088,Best location 1BR Apt in HK - Shops & Sights,997,Apartment,3,HK,Tsim Sha Tsui,7,Unknown,,1,60,Entire home/apt,1.0,1.0,24,145
-22.948365490450556,-43.33496705036137,Suíte em local tranquilo e seguro,101,House,2,BR,,5,Unknown,,1,1125,Private room,1.0,1.0,11,0
20.78621,-156.46881,March 2019 availability! Oceanview on Sugar Beach!,229,Condominium,3,US,Maui,5,Unknown,,4,1125,Entire home/apt,1.0,1.0,22,19
22.40547,114.12074,Cozy apartment 3 mins TAIWAI Subway,801,Apartment,3,HK,,5,Unknown,,7,365,Entire home/apt,2.0,2.0,11,0
-23.008991691724663,-43.353970672578306,(1) Beach Guest House - Go Make A Trip,112,Bed and breakfast,2,BR,Barra da Tijuca,5,Unknown,,1,1125,Private room,1.0,1.0,11,11
22.32733,114.16262,位於深水埗地鐵站的溫馨公寓,353,Apartment,3,HK,Sham Shui Po,5,Unknown,,1,1125,Private room,1.0,1.0,9,18
40.6651,-73.98307,Charming Spacious Park Slope Studio,135,Guest suite,3,US,Brooklyn,7,Unknown,,3,1125,Entire home/apt,0.0,1.0,35,115
40.67414,-73.95667,Relaxing and Roomy in Crown Heights,50,Apartment,3,US,Brooklyn,5,Unknown,,2,45,Private room,1.0,1.0,16,46
-23.004633399469007,-43.3089745798612,Pousada das Colonias,138,Bed and breakfast,2,BR,Barra da Tijuca,5,Unknown,,1,1125,Private room,1.0,1.0,8,9
-22.964922391816017,-43.175966118975914,"Charming Apartment,perfect Location",351,Apartment,2,BR,Copacabana,7,Unknown,,2,89,Entire home/apt,1.0,1.0,34,110
22.32074,114.17094,Homely Room in 5-Star New Condo@MTR,479,Condominium,3,HK,Yau Tsim Mong,8,Unknown,,28,1125,Private room,1.0,1.0,41,179
-22.99391888061395,-43.27502007153333,Aluguel Temporada Casa São Conrado,2499,House,2,BR,São Conrado,5,Unknown,,5,1125,Entire home/apt,4.0,7.0,19,0
-33.7975,151.26108,"Studio convenient to CBD, beaches, street parking.",45,Guest suite,3,AU,Balgowlah,7,Unknown,,2,3,Entire home/apt,1.0,1.0,50,104
21.57561,-158.1602,Banyan Bungalow,100,Bungalow,3,US,Oʻahu,6,Unknown,,2,300,Entire home/apt,0.0,1.0,22,99
41.39716,2.18146,Grand apartment Sagrada Familia,169,Apartment,3,ES,el Fort Pienc,6,Unknown,,2,1125,Entire home/apt,4.0,2.0,19,77
-23.011124595436097,-43.32984175609327,GREAT Apartment at Barra da Tijuca,933,Apartment,2,BR,Barra da Tijuca,5,Unknown,,4,100,Entire home/apt,3.0,4.0,43,13
22.28351,114.15241,Beautiful 1 Bedroom Apartment,997,Apartment,3,HK,Central & Western District,5,Unknown,,2,1125,Entire home/apt,1.0,1.0,7,10
-22.917475613135107,-43.178234025801544,Colonial Mansion in Santa Teresa,1999,House,2,BR,Santa Teresa,5,Unknown,,1,1125,Entire home/apt,6.0,5.0,29,0
-33.90318,151.15036,The Garden Studio,129,Guesthouse,3,AU,Marrickville,7,Unknown,,2,40,Entire home/apt,1.0,1.0,22,146
19.73108,-155.09259,Tropical Jungle Oasis,125,Condominium,3,US,Island of Hawaiʻi,6,Unknown,,2,1125,Entire home/apt,2.0,1.5,32,65
40.70687,-73.93981,Whole Apt. in East Williamsburg,125,Apartment,3,US,Williamsburg,7,Unknown,,4,90,Entire home/apt,1.0,1.0,17,126
41.16093,-8.6114,Spacious and well located apartment,60,Apartment,2,PT,,5,Unknown,,3,1125,Entire home/apt,2.0,1.0,17,20
-22.982557305257775,-43.20577175003696,Beautiful flat with services,351,Apartment,2,BR,Ipanema,5,Unknown,,3,1125,Entire home/apt,2.0,2.0,28,32
41.41582,2.15836,Park Guell apartment with terrace,85,Apartment,3,ES,Can Baro,6,Unknown,,2,1125,Entire home/apt,2.0,1.0,19,51
41.03376,28.98648,Nice Cosy Room In Taksim,105,Apartment,2,TR,Beyoglu,5,Unknown,,3,1125,Private room,1.0,1.0,10,31
-23.01216083013239,-43.43656065280531,CASA PARA AS OLIMPIADAS 2016,3726,House,2,BR,Barra da Tijuca,5,Unknown,,1,1125,Entire home/apt,4.0,6.0,22,0
41.03406,28.97994,Designer's Historical Apartment,385,Apartment,2,TR,Beyoglu,5,Unknown,,2,1125,Entire home/apt,1.0,1.0,10,17
41.38049,2.17778,Room in the very ♥ of BCN - Unbeatable location,40,Condominium,3,ES,El Gòtic,7,Unknown,,2,1125,Private room,1.0,1.0,17,122
41.05261,28.99363,"Nişantaşı, safe, quality area.Very close to metro.",417,Apartment,2,TR,Şişli,5,Unknown,,5,1125,Entire home/apt,1.0,1.0,29,6
-33.89931,151.15851,Bright Inner West Terrace Value+,65,House,3,AU,Petersham,6,Unknown,,1,1125,Private room,1.0,1.5,15,84
41.38475,2.14596,Trendy apartment in BCN centre,89,Apartment,3,ES,Eixample,7,Unknown,,2,1125,Entire home/apt,2.0,1.0,17,104
41.14684,-8.60106,Renovated Classic Design Studio with Sun Room,58,Apartment,2,PT,,5,Unknown,,3,40,Entire home/apt,1.0,1.0,46,32
40.71823,-73.98319,HUGE Bedroom in Lower East Side,90,Apartment,3,US,Lower East Side,5,Unknown,,7,1125,Private room,1.0,1.0,9,0
-23.00878356989572,-43.343027190397,Apart-hotel w/ Wonderful Ocean View - 2 bedrooms!!,451,Apartment,2,BR,Barra da Tijuca,5,Unknown,,3,1120,Entire home/apt,2.0,2.0,35,34
41.40686,2.15533,Triple room Barcelona Guell park,40,Condominium,3,ES,Gràcia,8,Unknown,,2,1125,Private room,1.0,1.0,13,191
41.03301,28.94457,BALAT,685,House,2,TR,Fatih,5,Unknown,,1,1125,Private room,1.0,,1,0
41.03445,28.98789,City View Apartment,211,Serviced apartment,2,TR,Taksim,5,Unknown,,1,1125,Entire home/apt,1.0,1.0,21,1
41.41035,2.17519,DOUBLE ROOM for 1 or 2 ppl,15,Apartment,3,ES,Eixample,5,Unknown,,1,1125,Private room,1.0,1.0,18,0
-22.98376501071312,-43.19841687233581,Quarto de Casal em Ipanema,149,Apartment,2,BR,Ipanema,5,Unknown,,2,1125,Private room,1.0,2.0,24,2
40.76438,-73.99482,Cozy Hell's Kitchen Apt,125,Apartment,3,US,Midtown,6,Unknown,,1,1125,Entire home/apt,1.0,1.0,30,60
-22.976504206582874,-43.189916447135005,Quarto espaçoso e arejado no Rio.,187,Hostel,2,BR,Copacabana,5,Unknown,,3,7,Private room,1.0,1.0,11,1
22.28582,114.15202,Spacious 3bdrm. Artsy and Perfect Location!,1146,Apartment,3,HK,Sheung Wan,7,Unknown,,2,1125,Entire home/apt,3.0,1.5,12,125
22.308,114.16558,傳統香港房间 - 干净整洁交通便利的二人房间,2748,Apartment,3,HK,Yau Tsim Mong,5,Unknown,,1,1125,Private room,1.0,1.0,9,0
22.28028,114.15315,Spacious 2 Bedroom: Soho/Escalator,1703,Apartment,3,HK,Mid-Levels,6,Unknown,,2,1125,Entire home/apt,2.0,1.0,31,86
40.70528,-73.94384,well lit East Williamsburg apt.,60,Apartment,3,US,Brooklyn,5,Unknown,,1,1125,Private room,1.0,1.5,7,0
22.28354,114.14881,Designer Apartment in Sheung Wan,1484,Apartment,3,HK,Central & Western District,5,Unknown,,1,1125,Entire home/apt,1.0,1.0,17,18
40.6884,-73.97527,Artist Garden Duplex Ft. Greene - 2.5 Bedroom,250,Apartment,3,US,Fort Greene,6,Unknown,,2,30,Entire home/apt,3.0,2.0,42,89
-22.862647394041378,-43.24972983198035,Hospede-se com acesso fácil.,134,Condominium,2,BR,Bonsucesso,5,Unknown,,5,1125,Entire home/apt,2.0,1.0,14,0
-22.938257466286093,-43.1838890521465,Apartamento para as olimpíadas,746,Apartment,2,BR,Laranjeiras,5,Unknown,,7,1125,Entire home/apt,2.0,2.0,18,0
41.01499,29.08565,Comfort Room in Istanbul,53,Apartment,2,TR,Üsküdar,5,Unknown,,1,1125,Private room,1.0,1.0,17,0
-22.89142169593252,-43.21872245840377,AP. EM CONDOMINIO FECHADO,172,Apartment,2,BR,São Cristóvão,5,Unknown,,1,1125,Entire home/apt,2.0,1.0,17,0
-33.65212,151.31572,Aquilla House - Ocean Views Newport,500,House,3,AU,,5,Unknown,,7,60,Entire home/apt,4.0,3.0,23,3
40.6536,-73.94883,Private Cozy Bedroom in Brooklyn,47,Apartment,3,US,Flatbush,9,Unknown,,2,30,Private room,1.0,1.0,40,241
22.29099,114.20854,Room w private toilet 3 min to MTR!,447,Condominium,3,HK,Quarry Bay,6,Unknown,,2,30,Private room,1.0,1.0,22,72
40.80732,-73.9648,Big Private BR Steps to Barnard Columbia & Subways,128,Apartment,3,US,Morningside Heights,5,Unknown,,1,1125,Private room,1.0,1.0,29,29
22.28186,114.18651,causeway bay MTR+Tidy Quad room&YT,597,Apartment,3,HK,Eastern District,5,Unknown,,1,2147483647,Private room,1.0,1.0,16,15
40.69034,-73.95321,Private Entrance - Backyard Summer Dining - Enjoy,110,Townhouse,3,US,Brooklyn,8,Unknown,,7,29,Entire home/apt,1.0,1.0,22,184
21.2837,-157.83937,aOceanside Hawaii Apartment Studio Kitchen Parking,99,Apartment,3,US,Oʻahu,7,Unknown,,1,1125,Entire home/apt,1.0,1.0,27,137
21.37812,-157.74147,"Waterfront, Enchanted Lake Home 2/1",189,House,3,US,Kailua,5,Unknown,,4,1125,Entire home/apt,2.0,2.0,30,44
22.30549,114.17127,Bright PrivateRm 1 min to JordanMTR,447,Hostel,3,HK,Jordan,9,Unknown,,2,1125,Private room,1.0,1.0,17,203
19.20636,-155.89926,Makai Hideaway,169,House,3,US,Island of Hawaiʻi,7,Unknown,,4,180,Entire home/apt,4.0,3.0,40,119
19.43344,-155.2403,Holoholo Inn: Rain Forest (Priv-2),105,House,3,US,Island of Hawaiʻi,5,Unknown,,1,1125,Private room,1.0,1.0,20,44
21.27971,-157.82696,2 Bdrm/2 Bath  Family Suite Ocean View,325,Condominium,3,US,Waikiki,7,Unknown,,2,1125,Entire home/apt,2.0,2.0,26,103
41.37783,2.17774,Alcam Colón 42 Apartment,91,Apartment,3,ES,El Gòtic,5,Unknown,,32,1125,Entire home/apt,2.0,2.0,22,1
40.68135,-73.77835,The Executive  Posh Room,90,House,3,US,Jamaica,5,Unknown,,1,60,Private room,1.0,1.0,11,21
40.68779,-73.98517,Sunny 1 or 2 BR apt in Boerum Hill,189,Apartment,3,US,Brooklyn,9,Unknown,,4,28,Entire home/apt,1.0,1.0,35,215
22.30612,114.17237,Room 1 near Jordan Mtr station 1min,400,Apartment,3,HK,Yau Tsim Mong,7,Unknown,,1,1125,Private room,1.0,1.0,23,105
22.30515,114.17242,Room 3 near Jardan mtr station 1min,298,Apartment,3,HK,Yau Tsim Mong,7,Unknown,,1,1125,Private room,1.0,1.0,22,139
40.79733,-73.93955,"Home, Sweet, Harlem. Welcome!",110,Apartment,3,US,Manhattan,8,Unknown,,1,1125,Entire home/apt,1.0,1.0,26,199
-33.87521,151.22133,Super location - Walk to the City!,119,Apartment,3,AU,Darlinghurst,5,Unknown,,3,1125,Entire home/apt,1.0,1.0,9,9
22.29643,114.17545,Newly and comfortable apt,463,Condominium,3,HK,Tsim Sha Tsui,9,Unknown,,1,1125,Entire home/apt,0.0,1.0,14,206
40.99459,29.03075,Spacious room Kadıköy Yeldeğirmeni,47,Apartment,2,TR,Kadıköy,5,Unknown,,7,1125,Private room,1.0,1.0,31,1
40.862,29.11608,enjoy nature in Istanbul,359,House,2,TR,,5,Unknown,,2,1125,Entire home/apt,2.0,1.0,12,15
41.37724,2.17831,Alcam Colon 52 Apartment,91,Apartment,3,ES,Ciutat Vella,5,Unknown,,32,1125,Entire home/apt,2.0,2.0,22,0
41.40349,2.15759,,40,Apartment,3,ES,Vila de Gràcia,5,Unknown,,1,1125,Private room,1.0,1.0,2,0
40.63199,-74.02972,Brooklyn Artist Loft / Fun Location,59,Apartment,3,US,Brooklyn,5,Unknown,,30,360,Private room,1.0,1.0,31,13
40.72808,-73.98763,East Village Sanctuary,200,Apartment,3,US,East Village,5,Unknown,,30,90,Entire home/apt,1.0,1.0,18,19
45.49039,-73.58595,Sunny Bedroom in Downtown Montreal,21,Apartment,3,CA,Downtown Montreal,5,Unknown,,14,1125,Private room,1.0,1.0,13,1
-22.920478977773982,-43.1899284846398,Charming apartment in Santa Teresa,209,Villa,2,BR,Santa Teresa,5,Unknown,,2,1125,Entire home/apt,3.0,1.5,29,7
41.3719,2.16622,"Amazing NEW Food Lover Balcony, close to FIRA, MWC",84,Apartment,3,ES,Sants-Montjuïc,7,Unknown,,4,1124,Entire home/apt,2.0,1.0,34,130
40.7113,-73.99442,Cozy Chinatown studio apartment,100,Apartment,3,US,Manhattan,5,Unknown,,4,30,Entire home/apt,0.0,1.0,18,26
