latitude,longitude,name,price,property_type,month,country_code,suburb,rating,city,availability,minimum_nights,maximum_nights,room_type,bedrooms,bathrooms,amenities_count,number_of_reviews
-22.97494827925532,-43.192394114527616,APARTAMENTO INTEIRO PARA O RÉVEILLON!,351,Apartment,2,BR,Copacabana,5,Unknown,,5,7,Entire home/apt,2.0,2.0,14,0
22.28422,114.14993,Fully furnished apartment - Man Mo Temple,801,Apartment,3,HK,Central & Western District,5,Unknown,,2,1125,Entire home/apt,1.0,1.0,16,12
-22.974836112866804,-43.187293168485795,Omar do Rio - A1206,201,Apartment,2,BR,Copacabana,5,Unknown,,2,90,Entire home/apt,0.0,1.0,34,12
-33.8273,151.08448,Waterside appartments in Rhodes,142,Apartment,3,AU,Rhodes,5,Unknown,,7,1125,Private room,1.0,1.0,7,0
-33.916760000000004,151.25625,Take a Coastal Walk from a Stylish Flat,419,Apartment,3,AU,Coogee,5,Unknown,,2,1125,Entire home/apt,2.0,2.0,48,24
-22.937286676508734,-43.174591931700924,Apart-Hotel Triplex Praia Flamengo,228,Condominium,2,BR,Flamengo,7,Unknown,,2,60,Entire home/apt,2.0,1.5,22,111
-33.91675,151.11461,Delightful Canterbury Home,51,House,3,AU,Canterbury,5,Unknown,,1,7,Private room,1.0,1.0,28,6
20.88171,-156.68665,Tortoise and bird refuge at beach!#2,86,Boutique hotel,3,US,Lahaina,8,Unknown,,1,1125,Private room,1.0,1.0,45,176
-33.88653,151.21718,"Unit 5, 65A Fitzroy St, Surry Hills",119,Apartment,3,AU,Surry Hills,6,Unknown,,2,31,Entire home/apt,0.0,1.0,38,73
45.50787,-73.55211,Superhero Loft - The Johnny Depp Master Suite,199,Loft,3,CA,Old Port,5,Unknown,,2,1125,Private room,1.0,1.0,16,0
-33.88432,151.27945,One Bed available in Bondi for Chrismas!!!,70,Apartment,3,AU,North Bondi,5,Unknown,,6,13,Shared room,1.0,2.0,14,0
-33.60514,151.33219,Palm Beach Penthouse by Contemporary Hotels,850,Apartment,3,AU,Palm Beach,5,Unknown,,7,365,Entire home/apt,2.0,2.0,14,1
-33.74507,150.91725,"Work n Rest Free wifi Quiet, Family Fun Shops Cafe",119,House,3,AU,,5,Unknown,,1,1125,Entire home/apt,3.0,1.5,38,40
-33.78834,151.2874,Beachfront Getaway,399,Apartment,3,AU,Manly,5,Unknown,,3,1125,Entire home/apt,2.0,1.0,30,16
45.55214,-73.53359,Private bedroom for one person in HoMa,50,Apartment,3,CA,Mercier-Hochelaga-Maisonneuve,5,Unknown,,32,365,Private room,1.0,1.0,14,0
19.53606,-154.91657,Welcome to He'epali Hale - He'epali Hale,114,House,3,US,Island of Hawaiʻi,5,Unknown,,3,60,Entire home/apt,3.0,2.5,26,0
45.53551,-73.60455,"THE BEST Home ** PARKINGS **5beds,12guests,3bdroom",85,Apartment,3,CA,La Petite-Patrie,6,Unknown,,1,1125,Entire home/apt,3.0,1.0,48,96
40.69414,-73.93705,Incredibly cozy room close to Manhatan,42,Apartment,3,US,Bedford-Stuyvesant,6,Unknown,,1,1125,Private room,1.0,1.0,33,61
-22.80369559925885,-43.20475237067608,Quarto de casal próximo ao aeroporto Galeão,97,House,2,BR,,5,Unknown,,1,1125,Private room,1.0,1.0,35,17
-33.8844,151.21345,Luxury 3 Bedroom Apartment in Prime location,500,Apartment,3,AU,Surry Hills,5,Unknown,,7,20,Entire home/apt,3.0,3.0,17,0
-33.87782,151.23883,Double Bay Apartment with Stunning Harbour Views,156,Apartment,3,AU,Double Bay,5,Unknown,,3,14,Entire home/apt,3.0,2.5,13,2
41.37956,2.16375,Bonito y cómodo loft en el centro,100,Apartment,3,ES,Ciutat Vella,5,Unknown,,3,15,Entire home/apt,1.0,1.0,10,1
-33.90261,151.20988,Luxury Waterloo Apartment - Resort Style Living,125,Apartment,3,AU,Waterloo,5,Unknown,,115,120,Entire home/apt,2.0,2.0,27,1
-23.02083419067571,-43.49321846774024,Apartamento no Recreio dos Bandeirantes,108,Apartment,2,BR,Recreio dos Bandeirantes,5,Unknown,,2,90,Entire home/apt,1.0,2.0,22,19
45.53532,-73.56745,Basement Loft in Plateau Mont-Royal,50,Loft,3,CA,Le Plateau,5,Unknown,,3,1125,Entire home/apt,0.0,1.0,29,17
-33.88856,151.27776,"Cozy flat in Bondi beach, 3 min walking to beach",300,Apartment,3,AU,Bondi Beach,5,Unknown,,3,1125,Private room,1.0,1.0,9,0
-33.78924,151.28704,Manly Haven- Best Location with carpark,220,Apartment,3,AU,Manly,5,Unknown,,1,1125,Entire home/apt,2.0,2.0,12,3
-33.87482,151.25834,Small sunroom. Sydney Harbour at your doorstep,53,Apartment,3,AU,Bellevue Hill,5,Unknown,,2,7,Private room,1.0,1.0,12,42
-33.92575,151.23178,Private centrally located self contained apartment,151,Apartment,3,AU,Kingsford,5,Unknown,,2,1125,Entire home/apt,1.0,1.0,29,26
41.07033,29.00289,Suitable place for ERASMUS students (Mecidiyeköy),53,Apartment,2,TR,Şişli,5,Unknown,,90,180,Private room,1.0,1.0,32,0
41.38659,2.17862,Doble room in the heart of BCN - Born,31,Apartment,3,ES,Ciutat Vella,5,Unknown,,1,14,Private room,0.0,1.0,16,6
40.97625,29.26114,sıcak yuva,47,House,2,TR,,5,Unknown,,1,1125,Private room,1.0,1.0,14,0
41.38621,2.162,Comfort Luxury center apartment,100,Apartment,3,ES,Eixample,7,Unknown,,3,1125,Entire home/apt,2.0,2.0,20,132
41.01498,28.97814,Dormitory Room in Single Bed (Mixed),58,Hostel,2,TR,Fatih,5,Unknown,,1,6,Shared room,1.0,1.0,16,0
22.4926,114.13928,方便舒適,243,Apartment,3,HK,,5,Unknown,,1,1125,Private room,1.0,1.0,11,0
-33.76099,151.28331,North Curl Curl Home with a View,95,House,3,AU,,5,Unknown,,2,1125,Private room,1.0,1.0,42,24
40.75701,-73.96781,Modern Studio in Midtown East,140,Apartment,3,US,Manhattan,5,Unknown,,3,1125,Entire home/apt,0.0,1.0,12,0
-33.82616,151.20138,"Entertainers Delight, Heart of Crows Nest ALEX2",200,Apartment,3,AU,Crows Nest,5,Unknown,,31,1124,Entire home/apt,2.0,1.0,11,1
22.27684,114.18205,CWB Room available near Time Square (C1d),243,Apartment,3,HK,Wan Chai District,5,Unknown,,31,1125,Private room,1.0,1.0,9,0
41.40913,2.15849,Remodeled penthouse in Gracia *Bcn*,140,Apartment,3,ES,Gràcia,5,Unknown,,2,200,Entire home/apt,2.0,1.0,36,30
41.37393,2.16855,1921 - AB Paral·lel Apartment A - Contemporary Penthouse with a Private Terrace,470,Apartment,3,ES,Sants-Montjuïc,5,Unknown,,3,31,Entire home/apt,3.0,2.0,23,34
-33.87364,151.2249,Artist Studio,97,Apartment,3,AU,Potts Point,5,Unknown,,3,15,Entire home/apt,0.0,1.0,22,47
-33.91327,151.20894,Modern and Comfortable one bedroom apartment zmv,119,Apartment,3,AU,Rosebery,7,Unknown,,1,1125,Entire home/apt,1.0,1.0,52,116
40.95698,29.10343,Private Room with perfect location in Bostanci,63,Apartment,2,TR,Kadıköy,5,Unknown,,1,180,Private room,1.0,1.0,28,4
41.37718,2.15374,PRETTY ROOM IN BARCELONA-A/C-NEAR PLAZA ESPAÑA,35,Apartment,3,ES,Eixample,6,Unknown,,2,1000,Private room,1.0,1.0,33,53
-33.87433,151.22582,Classic Inner City Hideaway,161,Apartment,3,AU,Elizabeth Bay/Rushcutters Bay,5,Unknown,,5,1125,Entire home/apt,2.0,1.0,35,36
21.27853,-157.74931,The Blue Room,48,House,3,US,Oʻahu,5,Unknown,,3,1125,Private room,1.0,1.0,12,8
45.52191,-73.57203,Private bedroom near Sherbrooke Station,35,Apartment,3,CA,Le Plateau,5,Unknown,,2,21,Private room,1.0,1.0,20,45
-22.997687616294844,-43.41976199613926,LUXURY HOUSE IN BARRA DA TIJUCA,5502,House,2,BR,Barra da Tijuca,5,Unknown,,5,180,Entire home/apt,4.0,7.0,51,0
22.28451,114.1496,Light & cosy apartment in Sheung Wan,754,Apartment,3,HK,Sheung Wan,5,Unknown,,2,1125,Entire home/apt,1.0,1.0,13,6
41.18221,-8.636,Ninho das Cegonhas,45,Apartment,2,PT,,5,Unknown,,2,4,Entire home/apt,1.0,1.0,13,0
-33.84018,151.2792,Camp Cove Tropical Retreat at Watsons Bay,230,Guest suite,3,AU,Vaucluse/Watsons Bay,5,Unknown,,2,30,Entire home/apt,1.0,1.0,28,47
41.37454,2.12439,CAMP NOU MUNNE 2-2 APARTMENT,75,Apartment,3,ES,Sants-Montjuïc,5,Unknown,,1,1125,Entire home/apt,3.0,1.0,17,22
40.78616,-73.97348,"CENTRAL PARK, NYC APT",149,Apartment,3,US,Upper West Side,7,Unknown,,1,4,Private room,1.0,1.0,37,112
22.29258,113.94326,26E Tanford 2 bedroom with 1 bathroom apartment,848,Condominium,3,HK,,5,Unknown,,30,1125,Entire home/apt,2.0,1.0,16,1
40.82547,-73.94092,Harlem Oasis,95,Apartment,3,US,Manhattan,5,Unknown,,1,1125,Private room,1.0,1.0,16,0
40.7077,-73.94029,Comfy & quiet 1 BR - East Williamsburg,90,Apartment,3,US,Williamsburg,5,Unknown,,6,1125,Entire home/apt,1.0,1.0,30,9
41.15224,-8.61464,Century XIX Designer Flat with balcony,59,Apartment,2,PT,,5,Unknown,,3,1123,Entire home/apt,1.0,1.0,29,35
-33.89048,151.21229,Cozy house in the heart of Surry Hills,80,Townhouse,3,AU,Surry Hills,5,Unknown,,5,1125,Private room,1.0,1.0,19,0
45.49149,-73.79539,Quite Family Retreat,90,Condominium,3,CA,Dollard-des-Ormeaux,5,Unknown,,3,1125,Entire home/apt,3.0,1.5,41,28
-33.90751,151.17746,Fantastic Light Filled Room in Newtown,60,House,3,AU,Newtown/Enmore,5,Unknown,,3,7,Private room,1.0,1.0,20,10
45.55217,-73.6495,Logement parfait pour étudiants proche du metro,25,Apartment,3,CA,Ahuntsic-Cartierville,5,Unknown,,60,150,Entire home/apt,3.0,1.0,29,0
22.28236,114.1522,Soho Sanctuary with Rooftop Terrace,1248,Apartment,3,HK,Central & Western District,5,Unknown,,4,1125,Entire home/apt,1.0,1.0,11,1
41.38717,2.18094,Beautiful and bright flat in Born Barcelona,67,Apartment,3,ES,Ciutat Vella,5,Unknown,,31,1125,Entire home/apt,1.0,1.0,17,1
-33.87561,151.22437,Luxurious One Bedroom Apartment in Kings Cross,200,Apartment,3,AU,Potts Point,5,Unknown,,1,4,Entire home/apt,1.0,1.0,12,2
-33.82808,151.08417,Water-view 5-star living,70,Condominium,3,AU,Rhodes,5,Unknown,,1,1125,Private room,1.0,1.0,9,0
-22.900572329666712,-43.1829877915535,"Historic Rio, Samba City and Olympic Rio",298,Apartment,2,BR,Centro,5,Unknown,,2,30,Private room,0.0,1.0,16,1
-33.88448,151.18283,Single room with private balcony close to CBD,50,House,3,AU,Forest Lodge,5,Unknown,,2,30,Private room,1.0,1.0,11,1
45.51289,-73.57063,fun place,31,Hostel,3,CA,Le Plateau,5,Unknown,,1,1125,Shared room,1.0,1.0,12,0
-22.971859234419757,-43.19027208242078,COPACABANA DREAM,101,Apartment,2,BR,Copacabana,5,Unknown,,4,1125,Entire home/apt,0.0,1.0,8,15
19.68684,-155.08524,Enjoy the true Aloha Spirit...,120,Guest suite,3,US,Island of Hawaiʻi,5,Unknown,,2,1125,Entire home/apt,2.0,1.0,21,43
-33.85372,151.27716,LUXICO - Vaucluse Manor,1321,House,3,AU,Vaucluse/Watsons Bay,5,Unknown,,7,1125,Entire home/apt,5.0,5.0,28,0
-33.93548,151.14975,"Private Room w/ Lock - Close to Airport,City,Train",60,Apartment,3,AU,Wolli Creek,5,Unknown,,1,7,Private room,1.0,1.5,34,35
41.3791,2.1795,Barcelona centro - Barrio Gótico,50,Apartment,3,ES,Ciutat Vella,5,Unknown,,1,1125,Private room,1.0,1.0,9,10
41.14876,-8.6506,Douro view Apartment,64,Apartment,2,PT,,5,Unknown,,2,1125,Entire home/apt,2.0,1.0,18,6
-33.87581,151.23584,Darling Point,200,Apartment,3,AU,Darling Point,5,Unknown,,3,10,Entire home/apt,2.0,1.0,27,3
40.8785,-73.86347,5 ★★★★★ Gorgeous suite only 1 block from subway!,200,House,3,US,The Bronx,6,Unknown,,1,365,Entire home/apt,2.0,1.0,54,76
-33.94568,151.25741,Waterfront Apartment Maroubra Beach,109,Apartment,3,AU,Maroubra,5,Unknown,,2,16,Entire home/apt,2.0,1.0,8,1
45.53643,-73.58216,Chambre privée - Plateau Mont-Royal,23,Apartment,3,CA,Le Plateau-Mont-Royal,5,Unknown,,7,10,Private room,1.0,1.0,9,2
45.52941,-73.60385,Montréal en toute simplicité,58,Apartment,3,CA,Rosemont-La Petite-Patrie,5,Unknown,,3,1125,Entire home/apt,0.0,1.0,12,10
-33.85484,151.14545,"Drummoyne oasis, close to the bay",181,House,3,AU,Drummoyne,5,Unknown,,2,22,Entire home/apt,2.0,2.0,30,7
22.2838,114.14896,Cozy studio in Sheung Wan/Central,754,Apartment,3,HK,Central & Western District,5,Unknown,,2,1125,Entire home/apt,0.0,1.0,10,3
22.28661,114.13941,Gorgeous designer 1br flat in the heart of SYP,997,Apartment,3,HK,Central & Western District,5,Unknown,,2,1125,Entire home/apt,1.0,1.0,29,6
40.6697,-73.95831,Entire Sunny Brooklyn Apt for Art & Cat-Lovers!,130,Apartment,3,US,Crown Heights,5,Unknown,,2,14,Entire home/apt,1.0,1.0,17,15
-33.82686,151.23254,Private bedroom in family home,70,Apartment,3,AU,Mosman,5,Unknown,,3,30,Private room,1.0,1.0,13,0
-33.75452,151.14834,QUick NYE spotover,48,House,3,AU,,5,Unknown,,2,1125,Private room,0.0,1.5,9,0
45.51776,-73.55857,FUNCTIONAL APARTMENT - NEAR MONTREAL CITY CENTER,81,Apartment,3,CA,Downtown Montreal,5,Unknown,,2,1125,Entire home/apt,2.0,1.0,13,4
21.48223,-158.20469,Makaha Studio w/Mtn & Ocean Views - 1 Mi to Beach!,72,Condominium,3,US,Leeward Side,5,Unknown,,30,1125,Entire home/apt,0.0,1.0,22,1
-22.915795156390473,-43.1862050026487,Lapa: coração do Rio de Janeiro,119,Apartment,2,BR,Santa Teresa,5,Unknown,,1,1125,Entire home/apt,1.0,1.0,17,12
45.51384,-73.57321,Suitable and centric apartment at Milton Park,75,Apartment,3,CA,Le Plateau,5,Unknown,,2,2,Entire home/apt,1.0,1.0,18,0
22.27821,114.18302,WW - Central Causeway Bay~,526,Apartment,3,HK,Causeway Bay,5,Unknown,,1,1125,Private room,1.0,1.0,26,0
40.71467,-73.99239,Great Location! One Bedroom Apt. in LES,105,Apartment,3,US,Lower East Side,5,Unknown,,14,21,Entire home/apt,1.0,1.0,18,12
-33.71722,150.65194,Large 4 Bed house near Blue Mountains and Sydney,95,House,3,AU,,5,Unknown,,14,30,Entire home/apt,4.0,1.5,25,0
41.37701,-8.75607,Póvoa City Center Apartment,35,Apartment,2,PT,,5,Unknown,,2,30,Entire home/apt,2.0,1.0,13,12
-33.80665,151.2893,Little Manly retreat,151,Apartment,3,AU,Manly,5,Unknown,,2,10,Entire home/apt,2.0,1.0,14,1
-33.88457,151.21344,Lovely room in a charming Surry Hills terrasse,63,House,3,AU,Surry Hills,5,Unknown,,2,1125,Private room,1.0,1.0,13,0
22.21251,113.99049,Sea View Ancient Chinese Style Two Rooms Suite,597,Apartment,3,HK,,5,Unknown,,1,1125,Entire home/apt,2.0,2.0,23,1
41.35233,-8.75392,Villa CL,70,Townhouse,2,PT,,5,Unknown,,2,30,Entire home/apt,3.0,2.0,38,12
41.09343,-8.65394,Salty Bungalow 1,60,Bungalow,2,PT,,5,Unknown,,1,1125,Private room,1.0,1.0,11,0
45.49681,-73.58467,"Room with a view Montreal, Net flix, HS WIFI.",99,Apartment,3,CA,Downtown Montreal,5,Unknown,,32,1125,Entire home/apt,1.0,1.0,33,14
40.7196,-74.00571,Fantastic Soho/Tribeca Loft,250,Loft,3,US,Manhattan,5,Unknown,,30,1125,Entire home/apt,1.0,1.0,23,4
-23.011402303611757,-43.32757785990409,"FLAT, PRAIA, BARRA DA TIJUCA, RESORT 5 ESTRELAS.",500,Serviced apartment,2,BR,Barra da Tijuca,5,Unknown,,3,1125,Entire home/apt,0.0,1.0,33,4
22.31555,114.16902,旺角购物天堂/地铁口  家庭三人房 獨立衛浴 免費WlFl,353,Condominium,3,HK,Yau Tsim Mong,5,Unknown,,1,1125,Private room,1.0,1.0,20,5
45.555930000000004,-73.65371,Studio idéal pour professionnel ou étudiant,50,Apartment,3,CA,Ahuntsic-Cartierville,5,Unknown,,5,1125,Entire home/apt,1.0,1.0,19,12
-22.961961218731403,-43.17652688267036,Private Room in Copacabana  -> The Best Price! :),101,Serviced apartment,2,BR,Copacabana,6,Unknown,,3,60,Entire home/apt,1.0,1.0,27,92
-22.970618835546944,-43.18636131559526,Conjugado Ritz,246,Apartment,2,BR,Copacabana,5,Unknown,,3,1125,Entire home/apt,1.0,1.0,17,4
19.69976,-155.97716,1400 square foot Kona Retreat,90,Guest suite,3,US,Kailua/Kona,5,Unknown,,1,1125,Entire home/apt,2.0,1.0,38,19
41.01454,28.97586,Good location Four Triple room One Quadruple room,264,Aparthotel,2,TR,Fatih,5,Unknown,,1,365,Private room,5.0,5.0,21,0
40.7023,-73.9419,Sunny and Spacious Bedroom w/ Private Bathroom,65,Apartment,3,US,Brooklyn,5,Unknown,,3,40,Private room,1.0,1.0,29,36
-33.6674,151.12125,"Tree Fern Garden Appt, Private, Peaceful, Roomy",101,Apartment,3,AU,,6,Unknown,,2,28,Entire home/apt,2.0,1.0,32,54
40.70039,-73.92867,Comfortable Room,145,House,3,US,Brooklyn,5,Unknown,,1,1125,Private room,1.0,1.0,8,0
-33.64421,151.31783,Tranquil beach home with pool & ocean glimpses,600,House,3,AU,Avalon,5,Unknown,,5,21,Entire home/apt,4.0,1.5,33,2
41.14945,-8.61246,Liiiving in Porto | Downtown Charm Apartment,60,Apartment,2,PT,,5,Unknown,,3,1124,Entire home/apt,1.0,1.0,27,7
22.28196,114.15137,Midlevels apt with an amazing view,903,Apartment,3,HK,Soho,6,Unknown,,2,30,Entire home/apt,1.0,1.0,16,55
-33.74899,150.93016,Scandinavian Styled 1BR Flat with Natural Light.,70,Guest suite,3,AU,,6,Unknown,,1,1125,Entire home/apt,0.0,1.0,27,70
20.79371,-156.50856,"Oceanfront View, Immaculate 2-BR/BA",320,Condominium,3,US,Maui,6,Unknown,,3,30,Entire home/apt,2.0,2.0,40,69
22.45252,114.17048,看林村河和吐露港海的房間,691,Apartment,3,HK,,5,Unknown,,1,1125,Private room,2.0,1.0,14,0
-33.73109,150.99986,40 mins bus to city.close to big shopping mall.,30,Villa,3,AU,,5,Unknown,,1,1125,Private room,1.0,1.0,10,5
45.52542,-73.56003,Entire place in the heart of French neighborhood,75,Apartment,3,CA,Downtown Montreal,5,Unknown,,1,14,Entire home/apt,0.0,1.0,10,6
41.03282,28.9814,"Stylish Room, Cosy Flat, Central Location",348,Apartment,2,TR,Cihangir,5,Unknown,,2,30,Private room,2.0,1.0,16,13
40.99423,29.06419,Teknik Yapı Concord Rezidance,105,Other,2,TR,Kadıköy,5,Unknown,,2,1125,Private room,1.0,1.0,32,0
41.04634,28.98235,Peaceful Home,132,Apartment,2,TR,Şişli,5,Unknown,,1,1125,Private room,1.0,1.0,16,0
40.90591,29.18833,zan house,47,Apartment,2,TR,,5,Unknown,,1,1125,Shared room,1.0,1.0,14,1
22.5302,114.0877,"Cozy home at Futian,1min2Metro,near customs to HK",385,Apartment,3,CN,,6,Unknown,,1,1125,Entire home/apt,0.0,1.0,36,86
22.31579,114.17658,"YX5,5人四床房+旺角购物街+亚皆老街先达广场楼上+朗豪坊+女人街+电子街",612,Apartment,3,HK,Ho Man Tin,5,Unknown,,1,1125,Private room,1.0,1.0,20,1
-33.93258,151.12352,Short time rent,60,Townhouse,3,AU,Bardwell Park,5,Unknown,,1,14,Shared room,1.0,1.0,15,0
-33.87893,151.21,Big Bright Room in a Historic Surry Hills Pub,40,Hostel,3,AU,Surry Hills,5,Unknown,,3,10,Private room,1.0,2.0,17,1
40.76396,-73.99219,"MANHATTAN, HELL'S KITCHEN, CLEAN, COMFY, 6 GUESTS",177,Apartment,3,US,Hell's Kitchen,5,Unknown,,2,1125,Entire home/apt,2.0,1.0,19,15
-33.88897,151.26674,Beautiful Bondi Beachside Home,179,House,3,AU,Bondi Beach,5,Unknown,,3,1125,Entire home/apt,3.0,1.0,42,16
40.68152,-73.94153,MACON MEMORIES..** WINTER SPECIAL***,150,Townhouse,3,US,Brooklyn,5,Unknown,,1,20,Entire home/apt,1.0,1.0,45,32
22.285519999999998,114.14861,LEAFY FLAT - QUIET & CENTRAL (TAI PING SHAN ST),597,Apartment,3,HK,Central & Western District,5,Unknown,,4,1125,Entire home/apt,1.0,1.0,12,14
40.75003,-73.99647,Spacious Studio with Private Roof,109,Apartment,3,US,Chelsea,6,Unknown,,2,1125,Entire home/apt,0.0,1.0,11,57
45.47443,-73.61068,Cozy trendy appartement,82,Apartment,3,CA,Cote-des-Neiges-Notre-Dame-de-Grace,5,Unknown,,5,1125,Private room,1.0,1.0,20,0
-33.89634,151.26131,Bright & spacious 1BR apartment with ocean views!,119,Apartment,3,AU,Bondi,5,Unknown,,2,1125,Entire home/apt,1.0,1.0,25,2
-33.88792,151.15151,Studio32 - Brand New & Self Contained,109,Guest suite,3,AU,Annandale/Leichhardt,8,Unknown,,1,30,Entire home/apt,0.0,1.0,19,157
22.32895,114.16515,Rattan,196,Apartment,3,HK,Sham Shui Po District,5,Unknown,,28,1125,Private room,1.0,0.5,8,2
21.27818,-157.82232,WTH2404 Spectacular Ocean View close Waikiki Beach,159,House,3,US,Oʻahu,5,Unknown,,2,180,Entire home/apt,1.0,1.0,25,5
41.14511,-8.60595,4twoLoft at Great Location,29,Loft,2,PT,,6,Unknown,,3,27,Entire home/apt,1.0,1.0,16,69
-33.86307,151.28069,Coastal renovated family home in Vaucluse,800,House,3,AU,Vaucluse/Watsons Bay,5,Unknown,,7,1125,Entire home/apt,3.0,3.5,30,0
22.31705,114.1702,Mong Kok 西洋菜南街舒適3人房 5106,502,Pension (South Korea),3,HK,Yau Tsim Mong,5,Unknown,,1,1125,Entire home/apt,0.0,1.0,14,32
-33.88922,151.27351,Bright Beach side 1 Bedroom Apartment,129,Apartment,3,AU,Bondi Beach,5,Unknown,,2,1125,Entire home/apt,2.0,1.0,15,0
22.3139,114.17045,`LM 三個睡房的整间公寓,10001,Condominium,3,HK,Mong Kok,5,Unknown,,1,1111,Entire home/apt,3.0,1.0,20,4
22.27827,114.18605,Affordable traveler's studio in the heart of HK,393,Apartment,3,HK,Causeway Bay,5,Unknown,,3,1000,Entire home/apt,1.0,1.0,13,7
-33.88087,151.21029,Private room in stylish loft in Surry Hills,75,Apartment,3,AU,Surry Hills,5,Unknown,,2,6,Private room,1.0,1.0,15,0
41.15297,-8.67456,Gallery Seaside House at Porto,114,House,2,PT,,5,Unknown,,2,1125,Entire home/apt,4.0,1.5,11,4
41.41015,2.1849600000000002,Spacious bright single bedroom,15,Apartment,3,ES,Sant Martí,5,Unknown,,31,160,Private room,1.0,1.5,12,1
22.27993,114.15154,Convenient & Comfortable,903,Apartment,3,HK,Central & Western District,5,Unknown,,5,31,Entire home/apt,1.0,1.0,18,2
41.37483,2.14344,Plaza two bedroom apartment,80,Apartment,3,ES,Sants-Montjuïc,5,Unknown,,1,1125,Entire home/apt,2.0,1.0,23,37
-23.01010957402265,-43.34366862122735,RIO BY THE BEACH CONDO BARRA DA TIJUCA,671,Apartment,2,BR,Barra da Tijuca,5,Unknown,,2,30,Entire home/apt,3.0,2.5,31,24
41.03177,28.97546,Sanat Hotel Pera  Boutique Hotel,501,Boutique hotel,2,TR,Karaköy,5,Unknown,,1,90,Private room,2.0,2.0,18,1
41.38084,2.17343,Perfect Location! QUIET ROOM just off LA RAMBLA,29,Apartment,3,ES,Ciutat Vella,5,Unknown,,1,5,Private room,1.0,1.5,10,19
45.53608,-73.55033,"""Hôtel"" room Frontenac metro, private & furnished",40,Apartment,3,CA,Hochelaga-Maisonneuve,5,Unknown,,1,20,Private room,1.0,1.0,36,29
22.32441,114.16841,⭐❤2BR BIG HOME-MAX 7GUESTS-MONG KOK MTR 旺角地鐵兩房一廳❤⭐,903,Apartment,3,HK,Yau Tsim Mong,6,Unknown,,3,365,Entire home/apt,2.0,1.0,31,63
40.67424,-73.96665,Lovely Apartment,150,Apartment,3,US,Brooklyn,5,Unknown,,5,60,Entire home/apt,1.0,1.0,39,19
41.14798,-8.59836,Pause_Oporto,80,House,2,PT,,5,Unknown,,3,1125,Entire home/apt,3.0,1.5,43,31
45.52997,-73.57851,Huge family apartment in the heart of the Plateau,119,Apartment,3,CA,Le Plateau-Mont-Royal,5,Unknown,,2,360,Entire home/apt,3.0,1.0,38,3
19.75874,-155.09374,Mid Century Modern Guesthouse with Pool and Views!,89,Guest suite,3,US,Hilo,7,Unknown,,1,7,Entire home/apt,0.0,1.0,17,121
40.72229,-73.97901,Newly Reno’d Chic Quiet Exec 1BR,146,Condominium,3,US,Alphabet City,7,Unknown,,3,90,Entire home/apt,1.0,1.0,27,132
-33.86297,151.20425,Exquisitely Elegant Sydney Apartment,210,Serviced apartment,3,AU,Central Business District,5,Unknown,,2,30,Entire home/apt,1.0,1.0,43,46
45.52856,-73.58899,"Chambre à louer dans le plateau, près de tout.",35,Apartment,3,CA,Le Plateau-Mont-Royal,5,Unknown,,1,10000,Private room,1.0,1.0,9,1
22.31849,114.17077,Mong Kok旺角西洋菜南街舒適2人房5102,400,Boutique hotel,3,HK,Yau Tsim Mong,6,Unknown,,1,1123,Private room,0.0,1.0,21,59
41.37386,2.15565,Lovely Apartment in the heart of Barcelona.,98,Apartment,3,ES,Sants-Montjuïc,5,Unknown,,4,371,Entire home/apt,1.0,1.0,37,35
40.81244,-73.95261,Spacious Apartment in Historic Harlem!,67,Apartment,3,US,Manhattan,5,Unknown,,2,30,Private room,1.0,1.5,17,4
21.3938,-157.73252,Large Private Studio w/Full Kitchen,135,Bed and breakfast,3,US,Oʻahu,5,Unknown,,3,1125,Private room,1.0,1.0,14,42
45.50624,-73.55506,Large loft in Old Montreal,165,Loft,3,CA,Old Port,6,Unknown,,1,1125,Entire home/apt,1.0,1.0,27,56
-33.88777,151.19807,Luxury Sydney Escape,100,Apartment,3,AU,Chippendale,5,Unknown,,3,10,Entire home/apt,0.0,1.0,9,1
-33.89516,151.18438,Light-filled room in Newtown beautiful terrace,33,House,3,AU,Newtown/Enmore,5,Unknown,,2,1125,Private room,1.0,2.0,12,2
41.15445,-8.60927,White Apartment,40,Apartment,2,PT,,5,Unknown,,2,1125,Entire home/apt,1.0,1.0,15,1
22.28038,114.12818,Cozy studio with balcony in kennedy town,597,Apartment,3,HK,Kennedy Town,5,Unknown,,3,1125,Entire home/apt,0.0,1.0,14,5
41.05573,28.9937,Cozy Room and Friendly Host,95,Apartment,2,TR,Şişli,5,Unknown,,2,1125,Private room,1.0,1.0,25,0
-33.66479,151.3216,Bungan Beach House,2356,Villa,3,AU,,5,Unknown,,1,1125,Entire home/apt,4.0,4.0,32,0
45.5786,-73.53891,Charming apartment – Close to Subway & Mall,70,Apartment,3,CA,Mercier-Hochelaga-Maisonneuve,6,Unknown,,1,1125,Entire home/apt,2.0,1.0,40,61
22.32249,114.17397,合家歡樂同住喜｡,251,Other,3,HK,Mong Kok,5,Unknown,,1,30,Shared room,1.0,2.0,4,5
-33.83904,151.20538,Experience the Sydneysider lifestyle!,63,House,3,AU,North Sydney,5,Unknown,,1,1125,Private room,1.0,1.0,11,4
